ranking,tier,companyName,email,emailStatus,city,country,website
41,AAA,MOP – Ihr kompetenter Partner für Softwareentwicklung.,,no_email,Zwickau,Germany,https://tom-instandhaltungssoftware.de
42,AAA,Softwareentwickler Zwickau | Individuelle Webanwendungen & APIs ...,,no_email,Zwickau,Germany,https://hunold24.de
43,AAA,↗️ Ihre Agentur für Webentwicklung in Dresden,,no_email,Dresden,Germany,https://goinnovative.de
44,AAA,Webentwicklung Leipzig - Nordwave - Webanwendungen & Apps,,no_email,Leipzig,Germany,https://nord-wave.de
45,AAA,Agenturen für Webentwicklung in Dresden im Vergleich,,no_email,Dresden,Germany,https://agenturtipp.de
46,AAA,LUMI Web - Webentwicklung & Webdesign in Dresden,,no_email,Dresden,Germany,https://lumiweb.de
47,AAA,Webdesign und Webentwicklung in Dresden - MattGelb,,no_email,Dresden,Germany,https://mattgelb.de
48,AAA,Webentwicklung aus Leipzig | ifabrik,,no_email,Leipzig,Germany,https://ifabrik.de
49,AAA,Webentwicklung Leipzig | Digitalagentur ELSTERKIND GmbH,,no_email,Leipzig,Germany,https://elsterkind.de
50,AAA,Webdesign Leipzig | Webentwicklung Agentur manato,,no_email,Leipzig,Germany,https://manato.de
51,AAA,Grafikdesign & Webentwicklung Dresden – Alles aus einer Hand,,no_email,Dresden,Germany,https://anitamostofa.com
52,AAA,Webentwicklung Leipzig - Webservices Müller,,no_email,Leipzig,Germany,https://webservices-mueller.com
53,AAA,Softwareentwickler (m/w/d) - Jobs und Karriere bei Akkodis,Lara-Alice.WINKLER@akkodis.com,public_found,Dresden,Germany,https://karriere.akkodis.com
54,AAA,Unser Team – die Köpfe hinter VICUS Software,hauke.hirsch@vicus-software.de,public_found,Dresden,Germany,https://vicus-software.com
55,AAA,Softwareentwickler auf Zeit beauftragen - Greenbay Software ...,info@greenbay-software.de,generic,Leipzig,Germany,https://greenbay-software.de
56,AAA,Anwendungsentwicklung für Software | SIGMA Chemnitz GmbH,info@sigma-chemnitz.de,generic,Chemnitz,Germany,https://sigma-chemnitz.de
57,AAA,Niederlassung der Dlubal Software GmbH in Leipzig,info@dlubal.com,generic,Leipzig,Germany,https://dlubal.com
58,AAA,Dienstleister für individuelle Softwarelösungen in Leipzig - jambit,office@jambit.com,generic,Leipzig,Germany,https://jambit.com
59,AAA,Softwareentwickler Dresden – Hersteller in der Nähe - WLW,,no_email,Dresden,Germany,https://wlw.de
60,AAA,NEXT Software - Silicon Saxony,,no_email,Dresden,Germany,https://silicon-saxony.de
61,AAA,48 IT & Softwareentwickler Stellenangebote in Leipzig,,no_email,Leipzig,Germany,https://germantechjobs.de
62,AAA,Programmierkurse in Chemnitz - kursfinder.de,,no_email,Chemnitz,Germany,https://kursfinder.de
63,AAA,HEITEC Chemnitz,,no_email,Chemnitz,Germany,https://heitec.de
64,AAA,Softwarehäuser und IT-Dienstleister in Chemnitz,,no_email,Chemnitz,Germany,https://finde.de
65,AAA,Werkzeugkonstruktion und Methodenplanung,,no_email,Zwickau,Germany,https://konso.de
66,AAA,"IT, Software & Digitale Dienste in Zwickau - SELLWERK",,no_email,Zwickau,Germany,https://sellwerk.de
67,AAA,SENTIDE - Beratung & maßgeschneiderte Softwarelösungen,,no_email,Chemnitz,Germany,https://sentide.com
68,AAA,"devbite - Onlineshops, Webdesign & Apps aus Dresden",,no_email,Dresden,Germany,https://devbite.de
69,AAA,Webdesign Agentur Dresden - clever & exklusiv WAHLREICH e.K.,,no_email,Dresden,Germany,https://wahlreich.de
70,AAA,"Webentwickler für Dresden | Webprojekte, Barrierefreiheit & Relaunch",,no_email,Dresden,Germany,https://rolf-bartel.de
71,AAA,Web Developer (all genders) 4-Tage-Woche - F&P GmbH,,no_email,Leipzig,Germany,https://fp.de
72,AAA,Internetagentur Leipzig / Sachsen - Webgalaxie Kontakt,,no_email,Leipzig,Germany,https://webgalaxie.de
73,AAA,Softwareagentur aus Leipzig - Individualsoftware & (Web)Apps,,no_email,Leipzig,Germany,https://wicode.io
74,A,Softwareentwicklung in Dresden 58 Unternehmen - Marktplatz Mittelstand,kontakt@stadtlandnetz.de,generic,Dresden,Germany,https://marktplatz-mittelstand.de
